Gene,logFC,FDR
Cox7a2l,0.253300289,0.426366
Cox7b,0.437070752,0.24475
Cox7b2,-1.370246152,1
Cox7c,0.432539694,0.422041
Cox8a,0.395412629,0.269251
Cox8b,-5.891752371,0.369235
Cox8c,0,1
Cp,0.484858516,0.0791584
Cpa1,-1.441666655,1
Cpa2,0.531076695,1
Cpa3,-2.793672229,0.0161091
Cpa4,6.180328903,0.000670633
Cpa5,1.013247035,1
Cpa6,1.4898974,1
Cpb1,-1.403366069,1
Cpb2,0.252897663,1
Cpd,0.220199936,0.368821
Cpe,0.737896579,0.00319404
Cpeb1,-0.848646123,0.0293645
Cpeb2,1.753044938,0.000670633
Cpeb3,-0.087251624,0.860816
Cpeb4,0.746547277,0.0126372
Cphx,0.410624435,1
Cplx1,-0.391134709,1
Cplx2,-0.882871966,0.0835525
Cplx3,-0.466543597,1
Cplx4,-0.205830385,1
Cpm,-1.499913531,0.000670633
Cpn1,0.049582526,0.951588
Cpn2,-0.539069313,1
Cpne1,-0.053806332,0.926949
Cpne2,0.790646222,0.0256543
Cpne3,0.301871951,0.22753
Cpne4,-1.992871013,1
Cpne5,-0.423932003,0.554596
Cpne6,-0.170666036,1
Cpne7,0.118224894,0.921029
Cpne8,0.509698384,0.323204
Cpne9,0.068433542,1
Cpox,0.997277595,0.000670633
Cpped1,0.155542594,0.65992
Cps1,0.480382578,1
Cpsf1,0.301947389,0.339912
Cpsf2,0.226524936,0.444763
Cpsf3,0.335243646,0.774266
Cpsf3l,0.218471755,0.562913
Cpsf4,0.18414451,0.672973
Cpsf4l,-0.521967322,0.643518
Cpsf6,0.268071236,0.484905
Cpsf7,-0.140432407,0.672272
Cpt1a,-0.321490245,0.226397
Cpt1b,-1.490586904,0.00566202
Cpt1c,-1.421550798,0.0321105
Cpt2,0.048659005,0.925459
Cpvl,0.410669709,1
Cpxcr1,0,1
Cpxm1,0.343692397,0.327373
Cpxm2,1.569203518,0.000670633
Cpz,-0.783089729,0.289003
Cr1l,-0.212012991,0.61352
Cr2,-2.232255189,0.00716283
Crabp1,-0.47794593,0.586933
Crabp2,6.501847903,0.0360927
Cradd,0.438887886,0.342609
Cramp1l,-0.135614824,0.6921
Crat,0.01120338,0.982481
Crb1,-2.32144928,1
Crb2,-2.799772529,0.174543
Crb3,0.517000554,0.147374
Crbn,-0.208810433,0.559864
Crcp,-0.202648879,0.900691
Crct1,9.771410235,0.000670633
Creb1,0.028498965,0.94686
Creb3,-0.110684504,0.877628
Creb3l1,1.523904856,0.000670633
Creb3l2,-0.152872202,0.595449
Creb3l3,1.932968955,1
Creb3l4,2.656843556,0.000670633
Creb5,-0.672826498,0.255528
Crebbp,-0.122964371,0.719918
Crebl2,-0.44794388,0.158447
Crebzf,0.168922655,0.624819
Creg1,0.180018012,0.506933
Creg2,2.980109367,0.000670633
Creld1,-0.391072804,0.278577
Creld2,0.534380165,0.0876661
Crem,0.583057535,0.13678
Crh,2.120538922,1
Crhbp,0.055113036,1
Crhr1,1.788540977,1
Crhr2,-1.487065889,1
Crim1,-0.591662653,0.0173104
Crip1,-0.016675054,0.9773
Crip2,-0.32415562,0.247018
Crip3,-1.090836786,0.261643
Cript,0.173027238,0.624032
Crisp1,1.784437012,1
Crisp2,1.760908886,0.0356132
Crisp3,-0.688584193,1
Crisp4,0,1
Crispld1,-1.366985931,0.0743286
Crispld2,-1.920403005,0.000670633
Crk,0.133846762,0.653043
Crkl,-0.140697255,0.661033
Crkr,1.624350402,0.00319404
Crlf1,0.284112957,0.502591
Crlf2,0.320524633,0.434166
Crlf3,-0.737273868,0.0234729
Crls1,0.225171514,0.560613
Crmp1,-0.040994108,1
Crnkl1,-0.089266288,0.821559
Crnn,2.811173007,1
Crocc,-1.067484259,0.162674
Crot,0.967671723,0.000670633
Crp,0.496793648,1
Crry,0.673421797,0.347405
Crtac1,-0.531113743,1
Crtam,-1.413872637,0.0845037
Crtap,0.122072231,0.756316
Crtc1,-0.453991359,0.245209
Crtc2,-0.143835307,0.686768
Crtc3,-0.383953118,0.227894
Crtr-1,0,1
Crx,0.543955097,1
Crxos1,0.560981951,1
Cry1,0.06777481,0.901855
Cry2,-1.216586727,0.000670633
Cryaa,-1.671352937,0.0686616
Cryab,-0.836757481,0.0204502
Cryba1,0.698075313,1
Cryba2,0,1
Cryba4,-1.330717616,0.183264
Crybb1,-1.112766845,1
Crybb2,-0.540634383,1
Crybb3,-0.69650375,0.373393
Crybg3,-0.170922675,0.608176
Cryga,1.315606804,1
Crygb,0,1
Crygc,0,1
Crygd,-0.788304004,1
Cryge,0.140648847,1
Crygf,0,1
Crygn,-1.128912378,0.331858
Crygs,0,1
Cryl1,-0.047099907,0.93887
Crym,-2.320598224,0.00605
Cryz,-0.255349511,0.608886
Cryzl1,-0.10548065,0.81564
Cs,0.331118397,0.192783
Csad,-0.678218578,0.304373
Csda,0.52525643,0.0520532
Csdc2,-1.71819323,0.0163947
Csde1,-0.023033577,0.957112
Cse1l,0.070225706,0.869658
Csf1,0.068222616,0.866416
Csf1r,-0.584922668,0.0201868
Csf2,-1.363147729,0.0708152
Csf2ra,0.547131717,0.0607193
Csf2rb,0.9645129,0.000670633
Csf2rb2,1.031853016,0.000670633
Csf3,3.07606119,0.468236
Csf3r,0.854275239,0.00175914
Csgalnact1,-2.11781941,0.000670633
Csgalnact2,-0.312054749,0.254139
Csk,0.001307562,0.997267
Csl,0.298515036,0.624348
Csmd1,2.654565494,0.000670633
Csmd2,-0.085305401,1
Csmd3,0,1
Csn1s1,0,1
Csn1s2a,0,1
Csn1s2b,0,1
Csn2,-0.424066427,1
Csn3,-0.454484407,1
Csnk1a1,0.311330659,0.275067
Csnk1d,0.117099563,0.771368
Csnk1e,0.089309561,0.799626
Csnk1g1,-0.101425857,0.78274
Csnk1g2,-0.067701812,0.856316
Csnk1g3,0.126278671,0.721547
Csnk2a1,0.044376513,0.935124
Csnk2a2,0.140294612,0.671671
Csnk2b,0.334916426,0.305183
Csnka2ip,0.349717415,1
Cspg4,-0.166161537,0.723195
Cspg5,0.092765187,1
Cspp1,-0.185062585,0.590195
Csprs,-0.518882053,0.614853
Csrnp1,-0.227383123,0.487954
Csrnp2,-0.241611525,0.621386
Csrnp3,-0.154895169,1
Csrp1,0.002804536,0.9938
Csrp2,-0.813024939,0.0969159
Csrp2bp,-0.023318151,0.964695
Csrp3,-3.898648701,0.190982
Cst10,0,1
Cst11,-0.646005934,1
Cst12,0,1
Cst13,-2.740241119,1
Cst14,0,1
Cst3,0.108599809,0.761285
Cst6,2.957681029,0.000670633
Cst7,-0.15165869,0.898178
Cst8,-1.832927641,0.0212526
Cst9,-1.83740948,0.199121
Csta,5.898807697,0.455804
Cstad,-0.757026425,0.480708
Cstb,0.768984178,0.0212526
Cstf1,0.266119558,0.487667
Cstf2,0.184504787,0.565039
Cstf2t,-0.345777063,0.310455
Cstf3,0.148256889,0.764209
Cstl1,-1.175173266,1
Ctag2,0,1
Ctage5,0.394673962,0.233899
Ctbp1,0.044734857,0.913869
Ctbp2,0.010863008,0.98055
Ctbs,-0.059714507,0.914987
Ctc1,-3.380355092,0.623671
Ctcf,-0.10066829,0.852259
Ctcfl,0.563172256,1
Ctdnep1,0.260693048,0.474928
Ctdp1,-0.044873085,0.928136
Ctdsp1,-0.156465907,0.584042
Ctdsp2,-0.381028125,0.129119
Ctdspl,-0.690752745,0.00605
Ctdspl2,0.055305782,0.911139
Ctf1,0.023890763,0.98067
Ctf2,-0.082980601,1
Ctgf,-0.285838927,0.277888
Cth,0.110101337,0.899399
Cthrc1,-0.067943017,0.952106
Ctla2a,-0.79871744,0.0239902
Ctla2b,-1.519759038,0.0110012
Ctla4,0.030504957,0.981162
Ctnna1,-0.008499274,0.982699
Ctnna2,-0.162729519,1
Ctnna3,-1.621224369,1
Ctnnal1,-1.057348924,0.0209672
Ctnnb1,0.238166968,0.34994
Ctnnbip1,0.956298464,0.00363394
Ctnnbl1,-0.21522679,0.734532
Ctnnd1,0.040893079,0.920256
Ctnnd2,-0.973577999,0.197923
Ctns,-0.026506925,0.967793
Ctps,0.296459354,0.308005
Ctps2,-0.234545984,0.540671
Ctr9,-0.035616698,0.937321
Ctrb1,0.53310879,1
Ctrc,0.046161429,1
Ctrl,-0.402563029,0.713423
Cts3,0,1
Cts6,0,1
Cts7,0,1
Cts8,-0.142643466,1
Cts8-ps,0,1
Ctsa,0.431513632,0.19266
Ctsb,0.728164056,0.000670633
Ctsc,0.299011534,0.217584
Ctsd,0.382815333,0.107939
Ctse,1.3651601,0.000670633
Ctsf,-0.637726849,0.13107
Ctsg,-0.178240701,1
Ctsh,0.20311497,0.455688
Ctsj,0,1
Ctsk,1.046740683,0.000670633
Ctsl,0.722722931,0.000670633
Ctsll3,0,1
Ctsm,0,1
Ctso,-0.640701936,0.0434409
Ctsq,0,1
Ctsr,0,1
Ctss,0.489239052,0.0520532
Ctsw,-1.431641516,0.0198989
Ctsz,0.520128804,0.072633
Cttn,0.63795148,0.00605
Cttnbp2,-0.741640368,0.214164
Cttnbp2nl,-0.658789131,0.00716283
Ctu1,0.358811535,0.437895
Ctu2,0.185334515,0.905056
Ctxn1,-0.892647701,0.125193
Ctxn2,-1.120171707,0.283562
Ctxn3,-0.92263729,1
Cubn,-1.064636031,1
Cuedc1,-0.586144904,0.0679849
Cuedc2,0.612803222,0.578839
Cul1,-0.023633511,0.956962
Cul2,0.278438162,0.362648
Cul3,0.157275224,0.586178
Cul4a,0.071200386,0.84342
Cul4b,0.017694349,0.971884
Cul5,-0.031004332,0.947927
Cul7,-0.784295809,0.0609006
Cul9,-0.658982471,0.222571
Cuta,0.236247189,0.562266
Cutc,0.137269719,0.840317
Cux1,0.337276366,0.217584
Cux2,-0.770462304,0.260921
Cuzd1,0.041448613,1
Cwc15,0.054961157,0.908737
Cwc22,-0.043261566,0.945922
Cwc25,0.01039563,0.982893
Cwc27,-0.443502788,0.328725
Cwf19l1,-0.338090856,0.619907
Cwf19l2,-0.185511127,0.604437
Cwh43,8.520690066,0.502657
Cx3cl1,-0.75692849,0.0285625
Cx3cr1,-0.589855705,0.161749
Cxadr,0.788698788,0.00526709
Cxcl1,1.451187868,0.00526709
Cxcl10,1.390907987,0.309083
Cxcl11,3.520629611,0.492547
Cxcl12,-0.759319435,0.0113417
Cxcl13,-1.158239613,0.0762376
Cxcl14,0.024112656,0.9588
Cxcl15,0.030215434,0.94249
Cxcl16,0.177255869,0.622239
Cxcl17,1.546643956,0.253104
Cxcl2,3.628650727,0.000670633
Cxcl3,6.644049482,0.000670633
Cxcl5,7.132193816,0.000670633
Cxcl9,2.121800626,0.000670633
Cxcr1,0.481736068,0.171722
Cxcr2,1.546729982,0.000670633
Cxcr3,-0.225286253,0.772081
Cxcr4,0.000449228,0.999004
Cxcr5,-2.259187452,0.0027341
Cxcr6,-0.824098755,0.640786
Cxcr7,0.22254026,0.459966
Cxx1a,-0.709200555,0.0571529
Cxx1b,-0.663832702,0.0609006
Cxx1c,-0.911866393,0.0485713
Cxxc1,-0.003043169,0.993486
Cxxc4,-0.76881202,0.550986
Cxxc5,-0.349564076,0.464519
Cyb5,-0.012782705,0.978056
Cyb561,0.030877223,0.942015
Cyb561d1,-0.090314877,0.834695
Cyb561d2,0.243169853,0.652726
Cyb5b,0.104182314,0.737647
Cyb5d1,-0.554993306,0.390147
Cyb5d2,-0.068303324,0.919917
Cyb5r1,0.011527648,0.980862
Cyb5r2,-0.709478775,1
Cyb5r3,-0.16656297,0.550986
Cyb5r4,0.218715319,0.553535
Cyb5rl,-0.216680162,0.862599
Cyba,0.484066849,0.138685
Cybasc3,-0.441694659,0.16417
Cybb,0.571015312,0.0135948
Cybrd1,-0.444328345,0.162477
Cyc1,0.378609224,0.201283
Cycs,0.517959849,0.154096
Cyct,-0.014147892,1
Cyfip1,0.036482087,0.949748
Cyfip2,-0.500777095,0.162348
Cygb,-0.955010995,0.0185323
Cyhr1,0.025722476,0.960791
Cylc1,0,1
Cylc2,-0.284373173,1
Cyld,0.389575378,0.127272
Cym,-1.040913466,1
Cyp11a1,-1.277956158,0.223921
Cyp11b1,0.500959059,1
Cyp11b2,0,1
Cyp17a1,-0.292272265,1
Cyp19a1,0,1
Cyp1a1,-4.019461178,0.000670633
Cyp1a2,-2.346067565,1
Cyp1b1,0.893147313,0.00566202
Cyp20a1,-0.255052964,0.494489
Cyp21a1,3.307795078,0.446323
Cyp24a1,0.253445961,1
Cyp26a1,1.407868064,1
Cyp26b1,0.021175384,0.964974
Cyp26c1,-0.699455141,1
Cyp27a1,-0.242965727,0.50687
Cyp27b1,0.538464255,1
Cyp2a12,-0.164215411,1
Cyp2a22,-1.123043697,1
Cyp2a4,-0.329727703,0.684788
Cyp2a5,-0.464654039,0.296434
Cyp2ab1,-2.142988682,0.0106618
Cyp2b10,-0.846371314,0.00225688
Cyp2b13,-0.979370482,0.252649
Cyp2b19,-1.355341317,1
Cyp2b23,0.206679478,1
Cyp2b9,-0.611340287,1
Cyp2c29,0,1
Cyp2c37,0.248674484,1
Cyp2c38,0,1
Cyp2c39,0,1
Cyp2c40,2.626175105,1
Cyp2c44,-1.587008258,0.0737876
Cyp2c50,0,1
Cyp2c53-ps,0,1
Cyp2c54,0,1
Cyp2c55,0.83894817,1
Cyp2c65,4.09662967,0.338466
Cyp2c66,0.000202011,1
Cyp2c67,1.013748091,1
Cyp2c68,1.502483368,1
Cyp2c69,4.363556586,0.0890264
Cyp2c70,0.480131705,1
Cyp2d10,0.000740899,1
Cyp2d11,0.514834277,1
Cyp2d12,-0.627529332,1
Cyp2d13,0.141891817,1
Cyp2d22,-2.079474276,0.000670633
Cyp2d26,1.156345151,1
Cyp2d34,1.30274602,1
Cyp2d37-ps,0.000125945,1
Cyp2d40,0.088447071,1
Cyp2d9,-0.192197176,1
Cyp2e1,-2.429035495,0.00644257
Cyp2f2,-0.004296453,0.990686
Cyp2g1,-1.739493865,1
Cyp2j11-ps,0,1
Cyp2j12-ps,0,1
Cyp2j13,0.212068744,1
Cyp2j5,0.13576546,1
Cyp2j6,0.202252226,0.630229
Cyp2j7-ps,0,1
Cyp2j8-ps,-0.317073021,1
Cyp2j9,-1.035428571,0.125644
Cyp2r1,0.000806321,0.999244
Cyp2s1,0.398424597,0.118551
Cyp2t4,-0.682757783,1
Cyp2u1,-0.400255293,0.647864
Cyp2w1,0,1
Cyp39a1,0.307037129,0.361592
Cyp3a11,0,1
Cyp3a13,3.115798957,0.000670633
Cyp3a16,0.479679652,1
Cyp3a25,0,1
Cyp3a41a,0.208336209,1
Cyp3a44,0,1
Cyp3a57,0.854741241,1
Cyp3a59,0,1
Cyp46a1,-1.329134902,0.111118
Cyp4a10,-0.160144741,1
Cyp4a12a,2.947687206,0.512622
Cyp4a12b,4.984247547,0.000670633
Cyp4a14,0.485315529,1
Cyp4a29-ps,0,1
Cyp4a30b-ps,0,1
Cyp4a31,-0.680448726,1
Cyp4a32,-2.676565705,0.187047
Cyp4b1,-1.688139346,0.000670633
Cyp4f13,-0.183477244,0.712069
Cyp4f14,-0.004991004,1
Cyp4f15,-1.427931132,0.0239902
Cyp4f16,-0.179550199,0.682464
Cyp4f17,0.398164702,0.487486
Cyp4f18,0.668267221,0.113887
Cyp4f39,2.234509266,0.000670633
Cyp4f40,1.232015539,1
Cyp4f41-ps,-0.417655266,1
Cyp4v3,-0.31091984,0.289213
Cyp4x1,0,1
Cyp51,0.754012384,0.00363394
Cyp7a1,0,1
Cyp7b1,1.016540552,0.0161091
Cyp8b1,-1.412635733,0.0609006
Cypt10,0,1
Cypt12,0,1
Cypt14,0,1
Cypt15,0,1
Cypt2-ps,0,1
Cypt3,0,1
Cypt7,0,1
Cypt8,0,1
Cyr61,-0.592324379,0.0553488
Cys1,-1.884853896,0.000670633
Cysltr1,-0.119203109,0.874996
Cysltr2,-0.202621002,0.852346
Cyt19,-1.439051732,0.460541
Cytb,0.214438661,0.522762
Cyth1,0.155541161,0.621204
Cyth2,0.026081308,0.959368
Cyth3,-0.91769671,0.000670633
Cyth4,0.504614707,0.112789
Cytip,-1.023151811,0.00124178
Cytl1,-3.12946077,0.000670633
Cytor4,-1.03902683,0.688025
Cyyr1,-1.728537,0.00124178
D030016E14Rik,0.080469555,0.834421
D030018L15Rik,-1.015110559,1
D030025P21Rik,-0.169196158,1
D030028A08Rik,0.834683935,0.535464
D030047H15Rik,0.152016531,1
D030056L22Rik,-0.198736524,0.668362
D0H4S114,-0.940552509,0.00526709
D10920,0.873527533,0.116662
D10Bwg1379e,0.243398897,0.649888
D10Jhu81e,0.05858057,0.902249
D10Wsu102e,0.211015969,0.536995
D10Wsu52e,0.076031458,0.835295
D11Wsu47e,-0.043851796,0.95267
D11Wsu99e,-0.130898779,0.852587
D11lgp2,-0.130853233,1
D130009I18Rik,-0.15626069,1
D130017N08Rik,-1.07217245,0.208246
D130040H23Rik,-0.260333694,0.791373
D130043K22Rik,-2.695595182,0.466971
D14Abb1e,-0.097469839,0.828654
D14Ertd449e,0.652490198,0.124209
D14Ertd668e,0.342261572,0.534383
D15Ertd621e,0.279519246,0.258104
D16605,-3.777251369,1
D16Ertd472e,0.152847505,0.841693
D16H22S680E,-0.426007009,0.313459
D17H6S53E,0.018485337,0.981265
D17H6S56E-3,-0.18224517,0.801083
D17H6S56E-5,1.625980656,0.000670633
D17Wsu104e,0.570240745,0.0775508
D17Wsu92e,0.121489713,0.691787
D18Ertd653e,-0.428869891,0.279749
D19Bwg1357e,0.220638033,0.499763
D19Ertd386e,-0.249703505,0.458408
D19Ertd652e,-0.725868928,0.443718
D19Ertd737e,-0.279952868,0.496916
D19Wsu162e,0.594575725,0.0242319
D1Bwg0212e,0.019054199,0.972084
D1Ertd622e,0.384057545,0.24032
D1Pas1,0.049682683,1
D230014K01Rik,2.414422687,0.249052
D230025D16Rik,-0.21957599,0.717412
D230037D09Rik,0.52242215,0.387958
D2Ertd750e,1.501504518,0.00124178
D2Wsu81e,0.247935527,0.684138
D2hgdh,-0.033843013,0.974959
D330012F22Rik,-0.02961989,0.969135
D330022A01Rik,-0.216413301,0.965509
D330028D13Rik,-1.303980434,0.0425028
D330041H03Rik,-0.860894557,0.784724
D330045A20Rik,0.767921423,0.24176
D330050I16Rik,0.389040022,0.903245
D3Bwg0562e,0.422065371,1
D3Ertd254e,-0.496800469,0.201797
D3Ertd300e,-0.231717043,0.954107
D3Ertd751e,-0.498916005,0.274091
D430019H16Rik,-1.890268509,0.575159
D430020J02Rik,2.018007359,0.00175914
D430041D05Rik,-0.835788356,1
D430042O09Rik,-0.322847624,0.291516
D430050G20,1.037799962,0.000670633
D4Bwg0951e,-0.995968112,0.00752344
D4Ertd22e,0.038584552,0.928785
D4Ertd617e,1.425555616,1
D4Wsu114e,0,1
D4Wsu53e,0.145158445,0.628195
D5Ertd577e,0,1
D5Ertd579e,-0.325475125,0.221127
D5Ertd605e,1.248079009,1
D630002G06Rik,2.49173787,1
D630003M21Rik,0.115287648,0.915089
D630011A20Rik,0,1
D630023F18Rik,1.166014743,1
D630029K05Rik,-2.568136423,0.0103281
D630032N06Rik,1.286458069,0.200969
D630037F22Rik,-0.223610893,0.613709
D630039A03Rik,0.265494366,0.513205
D630041G03Rik,0.360885388,1
D630042F21Rik,-0.30193632,1
D630042P16Rik,1.757380939,1
D630045J12Rik,-0.56946053,0.378126
D6Ertd474e,-0.690719002,1
D6Ertd527e,1.188129119,0.0745106
D6Mm5e,-0.85845422,0.231019
D6Wsu116e,-0.108419634,0.734073
D6Wsu163e,0.043576895,0.93925
D730001G18Rik,2.87581485,0.00124178
D730005E14Rik,-0.213479672,1
D730039F16Rik,-0.594898554,0.246292
D730040F13Rik,-0.233611887,0.464429
D730048I06Rik,0,1
D7Ertd443e,-1.1471484,1
D7Ertd715e,-0.070743329,0.945421
D830015G02Rik,-3.467784733,0.421359
D830030K20Rik,0,1
D830031N03Rik,-1.111720011,0.285794
D830046C22Rik,-2.014569297,0.405588
D8Ertd738e,0.00119956,0.998178
D8Ertd82e,1.613885851,0.000670633
D930014E17Rik,0.102657222,0.89488
D930015E06Rik,0.065185134,0.887309
D930016D06Rik,0.028623318,0.961193
D930020B18Rik,-0.791497535,1
D930020E02Rik,-0.074325526,1
D930048N14Rik,0.798247227,0.0799946
D9Ertd402e,-0.547897022,0.19244
DAPK2,-0.001457529,1
DD57,0.368587924,1
DDM36,1.106314815,1
DDO,-1.594802061,0.602919
DIF-3,-0.881321294,0.714181
DMR,0,1
DNA-PKcs(Prkds),-0.18483465,0.876912
DOKist4,-0.130340364,1
DQ072380,0,1
DQ072382,-1.478511104,1
DQ072386,0.304959585,0.426057
DQ072388,0.308574711,0.523838
DQ072390,0,1
DQ072391,0,1
DQ284430,0.86077453,1
DQ539905,0,1
DQ539915,0.224896498,0.380791
DQ539956,0,1
DQ539985,0,1
DQ539992,0,1
DQ539999,0,1
DQ540009,0,1
DQ540032,0,1
DQ540050,0,1
DQ540060,0,1
DQ540096,0,1
DQ540135,0,1
DQ540160,0,1
DQ540165,0,1
DQ540208,0,1
DQ540256,0,1
DQ540266,0,1
DQ540318,0,1
DQ540346,0,1
DQ540358,0,1
DQ540360,0,1
DQ540388,0,1
DQ540432,0,1
DQ540451,0,1
DQ540490,0,1
DQ540523,0,1
DQ540525,0,1
DQ540543,0,1
DQ540574,0,1
DQ540576,0,1
DQ540649,0,1
DQ540688,0,1
DQ540690,0,1
DQ540716,0,1
DQ540739,0,1
DQ540775,0,1
DQ540809,0,1
DQ540885,0,1
DQ540907,0,1
DQ540913,0,1
DQ540925,0,1
DQ540943,0,1
DQ540995,0,1
DQ541037,0,1
DQ541158,0,1
DQ541184,0,1
DQ541188,0,1
DQ541191,0,1
DQ541234,0,1
DQ541263,0,1
DQ541300,0,1
DQ541423,0,1
DQ541485,0,1
DQ541502,0,1
DQ541645,0,1
DQ541658,0,1
DQ541662,0,1
DQ541699,0,1
DQ541735,0,1
DQ541751,0,1
DQ541757,0,1
DQ541758,0,1
DQ541762,0,1
DQ541918,0,1
DQ541956,0,1
DQ541958,0,1
DQ541975,0,1
DQ542007,0,1
DQ542029,0,1
DQ542042,0,1
DQ542114,0,1
DQ542172,0,1
DQ542181,0,1
DQ542236,0,1
DQ542264,0,1
DQ542302,0,1
DQ542332,0,1
DQ542353,0,1
DQ542380,0,1
DQ542393,0,1
DQ542397,0,1
DQ542547,0,1
DQ542586,0,1
DQ542656,0,1
DQ542709,0,1
DQ542726,0,1
DQ542751,0,1
DQ542758,0,1
DQ542762,0,1
DQ542813,0,1
DQ542896,0,1
DQ542917,0,1
DQ542949,0,1
DQ542954,0,1
DQ542957,0,1
DQ542960,0,1
DQ543008,0,1
DQ543012,0,1
DQ543022,0,1
DQ543031,0,1
DQ543127,0,1
DQ543173,0,1
DQ543186,0,1
DQ543219,0,1
DQ543221,0,1
DQ543265,0,1
DQ543350,0,1
DQ543356,0,1
DQ543366,0,1
DQ543375,0,1
DQ543391,0,1
DQ543393,0,1
DQ543396,0,1
DQ543397,0,1
DQ543428,0,1
DQ543550,0,1
DQ543635,0,1
DQ543661,0,1
DQ543687,0,1
DQ543725,0,1
DQ543728,0,1
DQ543747,0,1
DQ543754,0,1
DQ543758,0,1
DQ543801,0,1
DQ543820,0,1
DQ543863,0,1
DQ543883,0,1
DQ543890,0,1
DQ544002,0,1
DQ544060,0,1
DQ544102,0,1
DQ544141,0,1
DQ544170,0,1
DQ544183,0,1
DQ544189,0,1
DQ544201,0,1
DQ544250,0,1
DQ544261,0,1
DQ544285,0,1
DQ544332,0,1
DQ544467,0,1
DQ544492,0,1
DQ544519,0,1
DQ544534,0,1
DQ544591,0,1
DQ544595,0,1
DQ544597,0,1
DQ544617,0,1
DQ544646,0,1
DQ544660,0,1
DQ544692,0,1
DQ544708,0,1
DQ544744,0,1
DQ544756,0,1
DQ544783,0,1
DQ544804,0,1
DQ544812,0,1
DQ544838,0,1
DQ544871,0,1
DQ544893,0,1
DQ544949,0,1
DQ545110,0,1
DQ545168,0,1
DQ545188,0,1
DQ545191,0,1
DQ545246,0,1
DQ545254,0,1
DQ545285,0,1
DQ545291,0,1
DQ545332,0,1
DQ545414,0,1
DQ545416,0,1
DQ545447,0,1
DQ545475,0,1
DQ545486,0,1
DQ545495,0,1
DQ545576,0,1
DQ545582,0,1
DQ545600,0,1
DQ545635,0,1
DQ545645,0,1
DQ545740,0,1
DQ545755,0,1
DQ545773,0,1
DQ545796,0,1
DQ545816,0,1
DQ545830,0,1
DQ545836,0,1
DQ545837,0,1
DQ545846,0,1
DQ545882,0,1
DQ545902,0,1
DQ545935,0,1
DQ545990,0,1
DQ546002,0,1
DQ546008,0,1
DQ546014,0,1
DQ546033,0,1
DQ546036,0,1
DQ546052,0,1
DQ546121,0,1
DQ546201,0,1
DQ546209,0,1
DQ546218,0,1
DQ546236,0,1
DQ546271,0,1
DQ546316,0,1
DQ546340,0,1
DQ546366,0,1
DQ546372,0,1
DQ546400,0,1
DQ546448,0,1
DQ546462,0,1
DQ546464,0,1
DQ546489,0,1
DQ546527,0,1
DQ546551,0,1
DQ546569,0,1
DQ546580,0,1
DQ546601,0,1
DQ546614,0,1
DQ546624,0,1
DQ546625,0,1
DQ546629,0,1
DQ546809,0,1
DQ546822,0,1
DQ546911,0,1
DQ546924,0,1
DQ547015,0,1
DQ547048,0,1
DQ547059,0,1
DQ547091,0,1
DQ547106,0,1
DQ547177,0,1
DQ547185,0,1
DQ547205,0,1
DQ547239,0,1
DQ547277,0,1
DQ547388,0,1
DQ547412,0,1
DQ547422,0,1
DQ547437,0,1
DQ547438,0,1
DQ547453,0,1
DQ547458,0,1
DQ547490,0,1
DQ547491,0,1
DQ547508,0,1
DQ547562,0,1
DQ547595,0,1
DQ547645,0,1
DQ547689,0,1
DQ547696,0,1
DQ547698,0,1
DQ547719,0,1
DQ547751,0,1
DQ547778,0,1
DQ547822,0,1
DQ547823,0,1
DQ547894,0,1
DQ547909,0,1
DQ547910,0,1
DQ547919,0,1
DQ547934,0,1
DQ547941,0,1
DQ547972,0,1
DQ547976,0,1
DQ547994,0,1
DQ548009,0,1
DQ548015,0,1
DQ548051,0,1
DQ548068,0,1
DQ548087,0,1
DQ548090,0,1
DQ548100,0,1
DQ548101,0,1
DQ548140,0,1
DQ548180,0,1
DQ548190,0,1
DQ548214,0,1
DQ548268,0,1
DQ548336,0,1
DQ548344,0,1
DQ548345,0,1
DQ548355,0,1
DQ548393,0,1
DQ548591,0,1
DQ548624,0,1
DQ548697,0,1
DQ548704,0,1
DQ548855,0,1
DQ548859,0,1
DQ548964,0,1
DQ548994,-0.284334214,0.575697
DQ549025,0,1
DQ549026,0,1
DQ549082,0,1
DQ549109,0,1
DQ549139,0,1
DQ549194,0,1
DQ549198,0,1
DQ549212,0,1
DQ549220,0,1
DQ549221,0,1
DQ549223,0,1
DQ549229,0,1
DQ549248,0,1
DQ549253,0,1
DQ549285,0,1
DQ549294,0,1
DQ549305,0,1
DQ549323,0,1
DQ549365,0,1
DQ549375,0,1
DQ549406,0,1
DQ549471,0,1
DQ549481,0,1
DQ549511,0,1
DQ549545,0,1
DQ549561,0,1
DQ549573,0,1
DQ549577,0,1
DQ549578,0,1
DQ549582,0,1
DQ549597,0,1
DQ549608,0,1
DQ549625,0,1
DQ549643,0,1
DQ549647,0,1
DQ549692,0,1
DQ549709,0,1
DQ549711,0,1
DQ549720,0,1
DQ549732,0,1
DQ549737,0,1
DQ549743,0,1
DQ549744,0,1
DQ549792,0,1
DQ549875,0,1
DQ549901,0,1
DQ549908,0,1
DQ549935,0,1
DQ549940,0,1
DQ549963,0,1
DQ549971,0,1
DQ550004,0,1
DQ550042,0,1
DQ550048,0,1
DQ550093,0,1
DQ550104,0,1
DQ550209,0,1
