naive_hESC_rep1	naive_hESC_rep2	naive_hESC_rep3	naive_hESC_rep4	primed_hESC_rep1	primed_hESC_rep2	primed_hESC_rep3	primed_hESC_rep4	exonlength
FBXO18	430	589	464	517	345	328	306	437	7199
FBXO2	10	23	11	23	25	37	46	62	1709
FBXO21	972	876	610	861	584	492	564	745	8421
FBXO22	404	508	401	465	214	298	228	295	8523
FBXO22-AS1	0	0	0	0	0	0	0	0	447
FBXO24	2	9	21	7	6	12	5	11	6360
FBXO25	153	199	119	117	158	203	146	165	7189
FBXO27	144	172	482	368	227	310	174	325	2316
FBXO28	1124	921	736	1123	558	551	619	637	10693
FBXO3	69	102	67	72	86	80	105	102	4039
FBXO30	853	868	644	975	1402	1205	4017	2022	4404
FBXO31	137	161	141	138	35	30	19	29	6961
FBXO32	28	28	20	13	21	31	24	30	19713
FBXO33	247	221	147	256	187	164	169	160	5145
FBXO34	435	484	421	473	292	215	282	296	6293
FBXO36	2273	1792	1374	2077	252	251	203	231	2811
FBXO38	712	775	561	619	623	506	646	700	8483
FBXO39	0	0	0	0	0	0	0	1	1663
FBXO4	7	3	7	2	4	8	12	9	3226
FBXO40	18	26	99	61	39	55	27	45	5718
FBXO41	21	52	66	47	79	77	66	95	6916
FBXO42	77	138	107	117	105	99	88	133	2966
FBXO43	3	1	0	1	16	19	37	18	6644
FBXO44	73	118	222	182	130	149	92	148	12002
FBXO45	906	968	679	860	387	406	432	495	5730
FBXO46	110	100	124	117	30	26	23	50	2988
FBXO47	1	3	2	1	3	0	4	1	2291
FBXO48	63	76	118	101	90	97	116	138	2708
FBXO5	318	212	250	390	520	597	991	456	4336
FBXO6	192	216	349	316	103	135	63	160	1543
FBXO7	1450	1359	920	1092	836	611	724	666	3893
FBXO8	252	253	198	234	58	53	38	43	2557
FBXO9	361	457	398	377	336	310	458	401	13650
FBXW10	1	5	3	4	3	4	0	2	3425
FBXW11	1530	1282	977	1529	1075	1058	1244	1540	13546
FBXW12	2	1	7	2	13	22	7	28	4553
FBXW2	853	1057	936	1091	840	768	825	1122	9178
FBXW4	100	116	62	87	85	130	93	159	2203
FBXW4P1	13	15	20	23	10	9	7	14	2232
FBXW5	127	222	254	227	4	6	1	11	2371
FBXW7	597	626	482	612	444	369	436	489	11167
FBXW8	115	131	184	184	413	411	375	439	9490
FBXW9	16	26	16	10	2	0	8	7	1727
FCAMR	0	0	0	0	0	0	0	0	6639
FCAR	141	189	389	295	162	235	146	250	13703
FCER1A	0	0	0	0	0	0	0	0	1159
FCER1G	15	32	22	14	0	0	0	2	586
FCER2	16	12	0	12	0	0	0	1	4685
FCF1	296	293	317	291	211	210	268	251	2397
FCGBP	81	137	127	99	6	6	9	8	16354
FCGR1A	0	2	3	3	1	3	1	1	2170
FCGR1B	0	4	2	3	4	1	4	1	7277
FCGR1C	0	2	0	0	1	0	0	0	1332
FCGR2A	5	12	9	13	9	4	19	7	4841
FCGR2B	20	15	17	18	0	1	0	0	10627
FCGR2C	8	15	14	14	3	2	4	2	1503
FCGR3A	0	0	0	0	0	0	1	0	11059
FCGR3B	0	0	0	0	0	0	0	0	4517
FCGRT	42	83	79	91	58	73	34	101	3509
FCHO1	39	41	51	52	7	10	4	20	12499
FCHO2	432	487	424	587	376	312	399	345	9812
FCHSD1	22	35	70	49	19	25	18	28	4300
FCHSD2	470	473	377	512	251	235	239	339	4470
FCN1	0	0	0	0	0	0	0	0	1274
FCN2	0	0	0	0	0	0	0	0	1985
FCN3	0	0	0	0	0	2	0	3	2016
FCRL1	0	0	0	0	1	2	2	0	9132
FCRL2	1	0	0	0	0	0	0	0	2577
FCRL3	0	0	0	0	0	0	0	0	3004
FCRL4	0	0	0	0	0	0	0	0	3447
FCRL5	5	0	1	0	0	9	2	11	10736
FCRL6	0	0	0	0	0	0	0	0	1933
FCRLA	0	0	0	0	0	0	0	0	14060
FCRLB	0	3	4	4	1	1	1	0	1762
FDCSP	0	0	0	0	0	1	0	0	560
FDFT1	8660	7425	4482	6617	3038	2435	3647	3761	2098
FDPS	1452	1534	883	1121	233	190	100	284	6859
FDPSL2A	188	260	695	489	309	403	208	465	4980
FDX1	261	305	165	235	200	170	189	174	3151
FDX1L	85	91	52	117	16	13	7	20	837
FDXACB1	85	114	170	141	78	91	64	144	5966
FDXR	200	465	214	190	36	47	25	47	3760
FECH	387	378	346	411	195	202	194	297	14516
FEM1A	242	255	191	188	70	81	64	98	3843
FEM1B	1281	1179	921	1258	1263	1043	1594	1260	2557
FEM1C	378	295	231	353	558	531	821	548	5810
FEN1	2268	2455	995	1306	464	513	391	603	2292
FER	582	524	431	529	216	196	283	222	2930
FER1L4	37	65	133	75	58	96	51	92	6538
FER1L5	3	2	9	3	17	13	11	18	6425
FER1L6	2	0	0	0	2	1	1	0	6010
FER1L6-AS1	0	0	0	0	0	0	0	0	2309
FERD3L	0	0	0	0	0	0	0	0	639
FERMT1	460	539	340	423	406	413	664	535	5136
FERMT2	1584	1045	906	1296	1745	1187	1939	1511	8806
FERMT3	18	14	18	27	3	6	1	1	5062
FES	52	52	36	43	8	9	4	6	10125
FETUB	0	0	1	1	2	3	5	10	1620
FEV	0	2	0	0	0	0	0	0	1876
FEZ1	32	31	77	48	167	146	160	244	3565
FEZ2	663	772	484	633	154	117	167	135	4086
FEZF1	0	0	0	0	6	2	16	9	4051
FEZF2	0	0	0	1	0	0	0	0	2081
FFAR1	0	0	0	0	0	0	0	0	922
FFAR2	13	26	55	26	13	36	17	28	2052
FFAR3	0	0	0	0	0	0	0	0	1670
FGA	1	0	0	0	48	10	2	0	5854
FGB	51	67	165	106	213	126	46	83	7063
FGD1	419	609	530	648	283	267	224	372	4257
FGD2	8	13	20	11	3	4	1	2	3029
FGD3	18	27	12	14	2	2	0	3	6770
FGD4	1939	1852	1521	1768	1647	1707	1490	1476	8278
FGD5	5	6	15	26	170	143	233	249	5877
FGD5-AS1	720	746	742	760	594	499	638	783	18661
FGD6	1811	1772	1687	2088	2408	2012	2661	2317	9267
FGF1	1	0	1	0	32	30	31	46	30685
FGF10	0	0	0	1	6	3	1	2	624
FGF11	45	36	55	74	118	94	122	165	2710
FGF12	21	23	15	32	180	148	182	111	11571
FGF13	330	349	224	291	220	192	169	222	13523
FGF14	0	0	0	0	3	4	2	8	5541
FGF14-IT1	0	1	0	0	0	6	3	1	2126
FGF16	0	0	0	0	2	1	0	2	349
FGF17	2	0	1	0	12	8	2	7	1217
FGF18	25	23	41	44	8	4	18	9	1977
FGF19	2	7	6	10	45	79	28	52	2134
FGF2	203	209	213	284	1358	1329	1784	1812	6771
FGF20	0	0	0	0	3	2	0	2	1013
FGF21	0	0	0	0	0	0	0	0	882
FGF22	0	0	0	0	0	0	0	0	510
FGF23	2	3	2	1	6	4	6	4	3015
FGF3	0	0	0	0	0	0	0	0	1545
FGF4	271	329	327	397	7	2	2	6	1217
FGF5	115	145	481	366	597	885	519	601	10669
FGF6	0	0	0	0	0	0	0	0	741
FGF7	3	10	9	1	76	63	64	49	3932
FGF8	11	21	10	12	1	1	1	3	4733
FGF9	13	6	15	8	7	4	8	9	4527
FGFBP1	0	0	0	0	0	1	0	0	1355
FGFBP2	1	0	1	3	0	1	1	0	1169
FGFBP3	15	16	29	35	130	121	129	224	2562
FGFR1	207	248	428	285	1707	1616	1124	2055	50299
FGFR1OP	400	402	281	353	220	271	190	295	3685
FGFR1OP2	290	266	190	266	282	235	297	250	6909
FGFR2	2948	2904	2458	2896	2264	2111	2353	2921	35093
FGFR3	1352	1288	1474	1299	86	52	38	86	12479
FGFR4	216	292	461	332	24	22	19	49	8833
FGFRL1	97	75	145	177	115	99	92	87	9381
FGG	1	0	0	0	14	3	1	0	3403
FGGY	19	24	12	9	61	83	74	93	5704
FGL1	9	10	11	9	1	0	0	0	5392
FGL2	21	22	31	37	50	73	22	48	4266
FGR	0	2	0	0	2	0	1	3	7314
FH	767	840	691	984	391	376	493	428	1857
FHAD1	28	39	61	47	35	57	32	52	5059
FHDC1	495	556	551	527	226	209	192	299	6469
FHIT	23	17	24	23	20	19	20	23	2149
FHL1	12	16	13	17	274	249	317	363	22513
FHL2	32	18	23	32	86	79	94	94	6770
FHL3	93	96	83	82	14	18	9	30	3127
FHL5	0	0	0	0	0	0	0	0	4026
FHOD1	50	85	126	81	167	157	137	150	3832
FHOD3	2	0	5	2	83	93	135	183	4917
FIBCD1	16	29	23	19	3	0	1	0	6361
FIBIN	0	2	2	0	22	20	2	7	3004
FIBP	324	381	306	339	119	121	84	208	2859
FICD	29	29	36	38	27	23	9	26	1648
FIG4	89	123	108	64	353	243	327	417	3082
FIGF	0	0	1	0	1	0	0	0	2067
FIGLA	0	1	1	0	0	0	0	0	717
FIGN	225	273	233	337	902	806	1185	1028	4532
FIGNL1	476	517	304	396	214	146	304	269	7047
FIGNL2	30	68	39	31	47	32	23	36	4692
FILIP1	977	1156	846	1008	421	347	519	477	4616
FILIP1L	70	69	138	75	242	302	108	254	11434
FIP1L1	1889	1881	1564	2361	1398	1240	1717	1572	7083
FIS1	194	173	88	79	8	6	8	26	734
FITM1	0	4	3	2	0	1	0	0	1001
FITM2	19	29	36	30	7	6	5	4	956
FIZ1	20	37	31	27	20	21	11	26	2657
FJX1	33	34	19	18	69	59	35	39	2686
FKBP10	19	34	48	37	208	134	108	215	2873
FKBP11	462	496	559	534	154	158	123	153	2263
FKBP14	510	594	780	611	384	373	283	461	2243
FKBP15	579	634	686	714	281	266	259	310	4308
FKBP1A	1909	1598	1139	2076	1130	1095	936	1311	4041
FKBP1A-SDCBP2	0	0	0	0	0	0	0	0	1677
FKBP1AP1	130	214	357	243	282	322	268	303	1641
FKBP1B	79	98	66	87	184	184	173	188	1939
FKBP2	383	383	583	702	114	87	86	158	1996
FKBP3	614	542	291	400	623	592	710	540	1340
FKBP4	8657	11759	9043	13382	1342	1152	1243	1592	3731
FKBP5	1211	1430	1335	1615	1585	1716	3626	2213	18892
FKBP6	3	3	15	10	5	4	1	10	3096
FKBP7	3	16	16	8	50	55	46	39	5797
FKBP8	68	75	69	56	13	5	5	17	1757
FKBP9	530	548	509	541	181	146	102	202	3464
FKBP9L	131	145	113	142	54	36	27	47	9582
FKBPL	9	30	12	15	2	4	4	2	5368
FKRP	85	78	127	97	47	76	54	92	6888
FKSG29	30	27	60	36	21	38	14	45	607
FKTN	210	237	254	244	434	391	452	405	17291
FLAD1	473	600	546	581	71	104	53	113	7795
FLCN	449	535	810	711	234	259	169	299	5405
FLG	44	47	103	81	0	0	0	1	12744
FLG2	35	55	131	98	55	73	41	91	9119
FLI1	0	11	1	6	8	6	4	6	7995
FLII	733	1123	827	846	323	269	211	417	12638
FLJ10038	93	151	202	195	260	291	312	304	5941
FLJ10661	17	22	46	29	30	33	21	38	4114
FLJ11235	0	0	1	2	3	0	1	4	1397
FLJ12334	0	1	2	0	13	18	12	10	3005
FLJ12825	43	53	128	74	117	194	155	177	3940
FLJ13197	75	78	213	133	102	132	80	163	2360
FLJ13224	6	14	6	7	3	5	1	4	1629
FLJ14107	27	44	141	88	84	101	51	90	1838
FLJ14186	294	330	1306	973	212	210	172	295	4815
FLJ16171	4	2	9	1	6	5	4	0	2140
FLJ16341	0	0	0	0	1	1	1	1	1702
FLJ16779	6	9	19	6	20	9	13	18	7637
FLJ20021	0	1	2	2	5	4	5	4	791
FLJ20518	0	0	0	0	0	0	0	0	4142
FLJ21408	0	1	2	0	0	1	0	1	596
FLJ22184	2	6	18	17	167	131	192	166	4511
FLJ22447	0	0	1	1	3	1	0	1	1365
FLJ22763	0	0	0	0	0	0	0	0	1930
FLJ23152	0	0	0	0	2	0	0	0	1317
FLJ23867	0	10	11	14	14	14	8	5	2715
FLJ25328	0	0	0	0	0	0	0	0	3278
FLJ25363	32	42	52	38	7	11	8	8	1488
FLJ25758	3	0	2	0	0	0	0	0	1462
FLJ26245	0	0	0	0	0	0	0	0	1595
FLJ26850	4	7	6	2	0	0	0	0	1433
FLJ27352	10	9	3	10	10	6	13	6	750
FLJ27354	0	0	0	0	3	10	1	8	786
FLJ30403	117	124	359	238	113	156	88	175	1699
FLJ30679	6	1	9	8	12	11	17	8	1979
FLJ30838	23	31	59	34	46	46	42	63	4282
FLJ31306	229	252	280	256	301	359	353	350	4916
FLJ31485	19	22	21	20	25	28	20	28	3674
FLJ31662	36	35	77	69	86	178	86	128	2751
FLJ31813	47	54	93	82	19	23	29	57	2170
FLJ32063	1	0	0	0	0	2	0	0	3314
FLJ32224	3	3	8	6	11	15	13	18	1120
FLJ33065	0	0	0	1	4	4	3	8	2109
FLJ33360	10	16	29	22	14	16	14	26	2417
FLJ33534	5	4	10	6	2	3	5	6	1626
FLJ33581	1	6	7	3	1	5	3	11	2372
FLJ33630	2	0	1	5	12	7	13	14	2950
FLJ34208	1	2	3	4	25	41	25	27	1121
FLJ34503	0	0	0	0	0	1	0	0	2002
FLJ34690	35	43	46	43	75	155	82	74	5365
FLJ35024	1	0	0	2	17	22	26	28	880
FLJ35282	34	42	51	49	22	52	16	41	2341
FLJ35390	46	52	82	38	38	59	24	50	3804
FLJ35424	0	0	0	0	0	0	0	0	2480
FLJ35776	12	8	8	3	14	12	5	16	990
FLJ35946	3	1	13	2	39	42	37	43	2028
FLJ36000	2	2	4	9	0	0	0	0	3796
FLJ36777	16	17	32	22	11	24	12	18	2138
FLJ37035	0	0	2	1	2	2	0	2	2522
FLJ37201	7	8	4	10	36	49	47	46	3660
FLJ37453	23	41	81	51	25	48	29	40	2730
FLJ37505	13	11	13	13	14	21	13	11	2017
FLJ38109	25	29	71	58	68	84	51	45	3447
FLJ38576	0	0	0	0	9	5	6	5	2458
FLJ39051	9	6	7	6	6	7	4	10	750
FLJ39080	3	11	10	10	9	19	3	13	2119
FLJ39534	19	14	16	20	6	13	9	14	2533
FLJ39639	59	64	193	129	79	95	50	116	2440
FLJ39653	48	30	18	18	78	105	49	97	5037
FLJ39739	30	49	69	55	44	45	32	58	2120
FLJ40194	0	0	0	0	0	0	0	1	719
FLJ40288	0	0	0	0	0	0	1	0	1993
FLJ40292	9	25	32	6	24	51	16	38	1750
FLJ40434	0	0	0	0	0	0	0	0	923
FLJ40852	6	6	4	15	4	10	2	8	2255
FLJ41200	54	64	206	112	84	98	73	116	2325
FLJ41278	0	0	0	0	6	6	13	27	3163
FLJ41350	0	1	0	1	0	0	0	0	1320
FLJ41484	13	30	44	28	8	11	4	9	3426
FLJ41649	0	0	0	0	2	1	0	0	3119
FLJ41941	39	37	89	60	39	43	28	65	2377
FLJ42102	106	168	432	284	175	255	124	263	2159
FLJ42280	0	0	0	0	0	0	0	0	5375
FLJ42289	1	4	5	3	2	3	2	9	4715
FLJ42351	10	8	7	5	15	15	11	6	509
FLJ42393	14	10	17	7	53	48	17	30	2265
FLJ42627	88	108	201	173	272	337	285	387	7147
FLJ42709	16	20	30	19	16	26	11	16	7302
FLJ42875	352	356	291	306	128	118	89	124	4320
FLJ42969	2	2	3	1	1	1	0	0	1945
FLJ43315	25	18	29	20	3	2	9	5	2514
FLJ43390	22	17	34	18	45	38	24	38	6631
FLJ43663	18	31	35	33	58	60	54	60	4962
FLJ43681	74	100	190	175	110	115	86	123	2252
FLJ43826	8	17	17	9	5	13	18	17	3575
FLJ43860	0	0	1	5	0	2	0	2	4137
FLJ43879	7	15	26	16	15	11	10	21	3479
FLJ44054	1	2	4	2	0	0	1	0	2919
FLJ44511	2	5	8	3	1	1	1	0	3503
FLJ44635	186	201	42	53	89	82	127	89	2267
FLJ45079	1	0	0	0	2	1	0	3	4702
FLJ45340	629	825	1829	1315	538	605	404	705	10258
FLJ45445	168	200	461	356	86	100	64	120	4871
FLJ45513	30	53	85	57	69	77	40	74	2097
FLJ45974	63	38	73	69	1	0	0	0	3478
FLJ45983	0	1	0	1	0	0	1	0	3577
FLJ46066	0	0	0	0	0	1	0	0	1802
FLJ46257	2	1	2	1	0	0	0	1	4179
FLJ46284	0	0	0	0	0	0	0	0	3363
FLJ46300	1	1	5	0	1	1	0	0	3379
FLJ46361	31	56	150	115	85	93	43	82	3715
FLJ46446	0	0	0	0	0	0	0	0	1061
FLJ46906	28	29	60	33	32	27	28	29	997
FLJ90757	94	128	272	212	137	185	89	170	4419
FLNA	1868	1853	3083	3107	1371	1062	814	1976	16901
FLNB	13701	13271	13250	11161	3834	2968	2830	3760	37672
FLNC	703	691	1171	1208	375	177	143	301	18082
FLOT1	99	106	106	113	170	156	140	173	12912
FLOT2	441	676	361	372	193	126	55	194	2621
FLRT1	1	6	5	7	15	12	5	25	3245
FLRT2	47	23	62	56	492	352	167	153	7177
FLRT3	63	43	70	66	1997	773	137	144	7849
FLT1	68	78	202	106	2654	2454	4087	2979	18431
FLT3	1	1	1	0	11	23	24	29	3818
FLT3LG	5	0	6	1	3	7	1	4	3213
FLT4	86	148	133	117	42	49	27	49	10301
FLVCR1	1527	1257	1729	1847	2048	2566	1508	1672	5929
FLVCR1-AS1	4	7	9	5	25	34	62	72	1626
FLVCR2	228	215	171	190	76	74	91	110	6406
FLYWCH1	81	142	157	142	35	39	22	31	7509
FLYWCH2	76	95	67	67	5	10	8	15	2971
FMN1	912	783	720	845	314	348	292	369	12338
FMN2	8	7	12	10	89	77	39	52	6411
FMNL1	5	22	24	18	10	10	9	22	3934
FMNL2	3558	3542	3766	4408	2015	1538	2230	1923	5549
FMNL3	34	72	139	133	351	404	412	466	22180
FMO1	0	0	0	1	1	2	2	4	2117
FMO2	0	0	2	0	7	12	9	4	5171
FMO3	0	0	0	1	4	8	2	4	4139
FMO4	15	6	10	7	43	50	42	88	2129
FMO5	47	60	32	46	43	19	11	22	7087
FMO6P	0	1	3	0	12	22	23	27	2118
FMO9P	0	0	0	0	0	0	0	0	1355
FMOD	1	0	0	7	21	10	1	5	2983
FMR1	1631	1690	1451	1750	751	589	745	959	29505
FMR1-AS1	15	12	29	26	10	19	23	20	13461
FMR1NB	0	0	0	0	0	0	0	0	1015
FN1	1170	1188	2180	1852	51493	18809	5668	6119	43886
FN3K	402	282	432	749	25	25	22	27	1427
FN3KRP	441	421	318	422	73	97	68	94	1820
FNBP1	508	472	479	667	611	476	774	681	5408
FNBP1L	4277	4346	3477	4763	6466	4774	8779	8123	13551
FNBP4	2490	2748	2715	2656	2277	1969	1978	2494	4095
FNDC1	12	13	10	17	7	3	7	8	6528
FNDC3A	1418	1191	1043	1352	1831	1473	1665	1752	12136
FNDC3B	2218	1702	1590	2157	1670	1275	1250	1289	13903
FNDC4	104	100	74	80	10	5	7	20	1664
FNDC5	12	27	34	20	10	21	20	22	7817
FNDC7	1	2	0	1	1	1	0	3	3047
FNDC8	18	26	24	25	11	13	15	25	1351
FNDC9	7	13	8	11	24	27	14	21	2124
FNIP1	1186	1006	794	1104	771	693	704	796	13109
FNIP2	584	555	373	567	230	208	275	244	5769
FNTA	761	793	364	481	296	255	298	300	3287
FNTB	5	3	9	12	2	1	1	2	2807
FOLH1	17	27	15	13	0	5	1	1	12716
FOLH1B	5	3	1	3	1	2	0	3	1960
FOLR1	65	91	92	82	5	4	0	4	4216
FOLR2	8	10	7	6	1	0	0	1	4468
FOLR3	221	124	141	164	0	0	0	1	840
FOLR4	0	0	0	0	0	0	0	0	749
FONG	5	2	2	5	6	10	2	7	948
FOPNL	551	465	392	555	520	481	670	621	2245
FOS	8	8	10	1	1379	264	227	244	2154
FOSB	11	8	11	9	1434	124	65	260	7437
FOSL1	23	25	30	43	88	61	34	43	1664
FOSL2	29	25	21	21	41	13	12	24	3987
FOXA1	0	0	0	0	51	15	7	1	3108
FOXA2	4	15	2	4	141	55	11	11	4828
FOXA3	27	40	14	20	34	32	24	35	1987
FOXB1	0	1	1	0	1	2	0	1	1457
FOXB2	0	0	0	0	0	3	0	0	1298
FOXC1	123	113	118	141	9	7	8	2	3448
FOXC2	0	0	0	1	1	0	0	0	1680
FOXD1	3	7	2	2	5	2	0	0	2267
FOXD2	3	6	6	8	0	1	1	0	4674
FOXD3	5	10	2	7	25	30	10	31	2067
FOXD4	0	0	0	2	0	0	0	0	2183
FOXD4L1	0	0	0	0	0	0	0	0	2066
FOXD4L2	0	0	0	0	0	0	0	0	6216
FOXD4L3	0	0	0	0	0	0	0	1	2217
FOXD4L4	0	0	0	0	0	0	0	0	6216
FOXD4L5	0	1	3	1	3	0	1	1	3108
FOXD4L6	0	0	0	0	1	0	0	0	2724
FOXE1	3	2	8	1	1	0	0	0	3460
FOXE3	0	0	2	0	0	0	0	1	1980
FOXF1	0	1	1	0	13	1	0	0	2560
FOXF2	2	1	3	2	3	0	0	0	2185
FOXG1	14	28	42	28	33	40	13	22	3205
FOXH1	72	61	96	121	4	6	6	9	2180
FOXI1	0	4	2	2	0	0	0	0	4303
FOXI2	3	2	3	12	25	18	28	22	3176
FOXI3	172	151	173	190	7	4	5	22	1260
FOXJ1	2	1	0	0	2	0	0	1	2637
FOXJ2	316	445	378	469	213	145	108	159	5471
FOXJ3	878	811	937	1034	1668	1566	2110	1689	20951
FOXK1	794	979	1320	1240	470	421	246	470	11182
FOXK2	1129	1106	1114	1294	309	322	219	410	5253
FOXL1	1	4	2	1	1	0	5	1	3189
FOXL2	3	0	3	1	2	0	0	3	2916
FOXM1	1807	1930	1462	1911	513	562	478	685	17593
FOXN1	3	2	7	5	0	0	0	0	2689
FOXN2	810	745	585	944	751	644	755	546	5456
FOXN3	2860	2995	2423	3174	4571	3999	5463	5409	15742
FOXN4	0	0	1	1	9	5	3	2	3342
FOXO1	90	100	94	115	1289	1441	1502	1602	5735
FOXO3	685	651	587	788	466	427	436	677	14648
FOXO3B	365	353	388	457	321	312	308	442	7258
FOXO4	23	23	21	31	30	22	33	72	6524
FOXP1	834	757	583	709	617	632	589	650	55762
FOXP2	7	1	8	13	75	39	17	4	41168
FOXP3	10	8	8	14	6	3	6	6	4636
FOXP4	229	263	456	524	125	118	64	154	17751
FOXQ1	0	0	1	0	42	18	6	9	2318
FOXR1	147	149	141	233	0	0	0	0	1147
FOXR2	51	39	22	32	0	0	0	0	2788
FOXRED1	182	243	264	245	72	95	112	95	5979
FOXRED2	437	490	744	746	343	401	315	372	9963
FOXS1	0	0	0	0	0	0	0	0	1317
FP588	12	11	18	6	67	114	77	103	5244
FPGS	47	69	55	48	21	25	18	37	4932
FPGT	30	36	35	34	38	42	55	47	11860
FPGT-TNNI3K	0	0	0	0	0	0	0	0	6059
FPR1	0	0	1	0	0	0	0	0	2683
FPR2	0	0	0	0	1	1	0	0	3920
FPR3	2	2	2	2	16	24	4	22	2515
FRA10AC1	133	132	157	167	205	176	115	164	3075
FRAS1	1681	1724	2244	1752	2599	2250	2158	2707	22725
FRAT1	67	85	58	76	24	28	32	27	2650
FRAT2	3303	3361	1851	3021	172	155	101	291	2204
FREM1	0	2	1	1	139	105	94	125	15001
FREM2	24	45	77	53	2517	1991	2459	1943	16138
FREM3	2	0	2	0	15	16	8	21	6615
FRG1	427	503	351	487	135	98	161	127	1034
FRG1B	212	225	227	271	34	32	161	101	938
FRG2	0	0	0	0	0	0	0	0	4156
FRG2B	0	0	0	0	0	0	0	0	886
FRG2C	0	0	0	0	0	0	0	0	4130
FRK	133	114	88	95	34	12	15	11	2841
FRMD1	0	0	0	0	3	3	1	2	5870
FRMD3	8	3	8	6	17	14	14	15	14746
FRMD4A	66	91	95	82	328	265	190	289	6779
FRMD4B	64	89	63	44	102	65	85	75	5238
FRMD5	11	8	18	14	62	68	67	70	2229
FRMD6	544	555	454	603	303	186	294	306	9833
FRMD6-AS1	92	105	326	218	103	132	70	149	2226
FRMD7	0	0	1	0	3	2	1	1	3190
FRMD8	205	333	208	187	57	60	51	85	3740
FRMD8P1	2	2	1	2	2	3	0	3	1799
FRMPD1	1	7	17	11	3	8	7	7	4900
FRMPD2	0	1	0	2	7	3	1	1	8821
FRMPD2P1	0	0	0	0	1	0	4	3	3882
FRMPD4	0	6	6	3	59	54	70	61	8448
FRRS1	375	412	624	564	336	271	224	248	2661
FRS2	736	760	567	776	1627	1189	1578	1439	13701
FRS3	19	19	50	29	7	2	3	8	2159
FRY	224	195	132	150	355	339	359	390	10656
FRYL	1612	1792	1387	1620	1647	1309	2187	2142	11642
FRZB	0	1	2	0	527	224	93	78	2761
FSBP	0	0	0	0	0	0	0	0	5401
FSCB	1	1	0	0	2	1	0	1	3145
FSCN1	626	705	796	1295	138	88	49	121	2791
FSCN2	0	2	0	0	1	0	0	0	3402
FSCN3	0	1	3	1	0	0	1	1	1884
FSD1	4	6	7	13	12	16	11	21	1834
FSD1L	13	17	29	23	99	102	127	123	7025
FSD2	12	16	14	12	3	7	4	4	2480
FSHB	0	0	0	0	0	0	0	0	3836
FSHR	0	0	1	0	47	25	14	4	5451
FSIP1	0	4	6	2	8	10	16	16	2801
FSIP2	19	24	45	22	404	591	377	251	21031
FST	27	27	28	28	694	374	151	173	3920
FSTL1	421	678	457	442	2274	1880	2512	2324	3829
FSTL3	4	11	10	21	6	8	1	6	2506
FSTL4	7	24	17	8	45	51	45	53	5366
FSTL5	8	18	12	9	11	5	11	7	14410
FTCD	1	1	2	1	6	5	2	10	3753
FTH1	6854	7091	3922	6187	3785	2700	2200	3353	1225
FTH1P3	305	284	216	298	200	165	126	181	953
FTHL17	3	1	6	8	0	0	0	0	812
FTL	4335	4540	4689	7446	1136	1042	775	1227	867
FTLP10	25	17	31	29	11	11	5	15	1498
FTMT	0	0	0	0	0	0	0	0	873
FTO	1032	1166	962	1138	529	489	479	729	4283
FTSJ1	660	768	666	831	99	79	120	124	5641
FTSJ2	1147	1217	691	1017	361	310	245	361	1598
FTSJ3	1698	2085	1438	1620	726	697	816	960	3538
FTSJD1	171	134	158	165	170	142	148	189	8192
FTSJD2	381	492	420	403	142	126	108	180	4100
FTX	509	597	606	485	220	274	103	311	2349
FUBP1	3987	3503	3525	4605	4082	3780	4752	5125	2864
FUBP3	716	687	567	862	285	264	208	373	3138
FUCA1	1742	1754	1492	1737	188	142	173	140	2109
FUCA2	775	817	609	537	389	252	227	321	2541
FUK	50	81	58	59	8	5	12	7	3883
FUNDC1	446	397	177	276	72	64	52	61	1165
FUNDC2	990	1064	498	587	176	154	147	229	2959
FUNDC2P2	17	18	7	6	3	7	5	2	1518
FURIN	483	602	538	591	64	50	31	81	4164
FUS	5843	6585	4874	6476	1975	1899	1683	2533	20367
FUT1	144	191	342	281	126	167	116	214	4242
FUT10	293	335	296	351	369	365	369	435	3542
FUT11	30	17	33	27	59	66	47	72	2052
FUT2	102	134	304	232	164	215	136	232	6184
FUT3	21	22	20	20	2	2	4	4	9058
FUT4	185	177	212	250	199	170	218	273	6047
FUT5	7	4	0	0	0	0	0	0	1986
FUT6	64	79	164	112	63	102	49	75	6141
FUT7	0	0	0	0	0	0	0	0	2412
FUT8	1120	1239	1044	1414	1328	958	928	815	23910
FUT9	13	20	34	16	141	144	229	231	12795
FUZ	16	34	58	41	9	8	4	7	5011
FXC1	697	802	608	703	491	562	628	608	2839
FXN	837	773	1094	1060	581	644	551	748	15309
FXR1	7604	8353	6877	11542	4303	3204	3768	5531	25896
FXR2	99	137	163	164	47	53	44	62	2970
FXYD1	0	1	1	1	7	4	3	9	1044
FXYD2	0	0	0	0	0	0	0	0	1137
FXYD3	7	7	3	6	3	6	1	4	9711
FXYD4	168	166	255	372	0	1	1	0	1388
FXYD5	755	692	925	997	154	148	156	178	4255
FXYD6	839	852	1068	1645	86	110	114	203	10330
FXYD6-FXYD2	0	0	0	0	0	0	0	0	2285
FXYD7	4	5	13	3	1	5	0	7	707
FYB	9	11	7	9	1	1	0	1	14291
FYCO1	121	230	264	226	279	257	268	345	8500
FYN	635	570	510	651	378	325	344	481	9574
FYTTD1	555	590	414	643	353	269	421	357	11163
FZD1	11	15	18	27	14	18	14	17	4349
